  Model loaded → /app/models/tradesage_10y.pkl
  Features : 107
  Saved AUC: 0.6699
  Ensemble : ['lgbm', 'catboost']
2026-05-08 04:56:00,361 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAHKTECH via all methods.
2026-05-08 04:56:03,943 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAHLIFE via all methods.
2026-05-08 04:56:08,167 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAHLOG via all methods.
2026-05-08 04:56:11,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAHSCOOTER via all methods.
2026-05-08 04:56:16,423 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAHSEAMLES via all methods.
2026-05-08 04:56:20,071 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAITHANALL via all methods.
2026-05-08 04:56:23,848 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAKEINDIA via all methods.
2026-05-08 04:56:28,519 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MALLCOM via all methods.
2026-05-08 04:56:31,719 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MALUPAPER via all methods.
2026-05-08 04:56:35,944 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAMATA via all methods.
2026-05-08 04:56:39,850 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANAKCOAT via all methods.
2026-05-08 04:56:43,581 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANAKSIA via all methods.
2026-05-08 04:56:43,602 [WARNING] src.angel.angel_data_fetcher: Symbol MANAKSTEEL not found in NSE Equities index.
2026-05-08 04:56:48,233 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANALIPETC via all methods.
2026-05-08 04:56:51,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANAPPURAM via all methods.
2026-05-08 04:56:56,489 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANBA via all methods.
2026-05-08 04:57:00,071 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANCREDIT via all methods.
2026-05-08 04:57:03,719 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANGLMCEM via all methods.
2026-05-08 04:57:08,454 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANINDS via all methods.
2026-05-08 04:57:12,040 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANINFRA via all methods.
2026-05-08 04:57:15,622 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANKIND via all methods.
2026-05-08 04:57:20,295 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANOMAY via all methods.
2026-05-08 04:57:23,879 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANORAMA via all methods.
2026-05-08 04:57:27,552 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANORG via all methods.
2026-05-08 04:57:31,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANUGRAPH via all methods.
2026-05-08 04:57:36,039 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MANYAVAR via all methods.
2026-05-08 04:57:39,622 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAPMYINDIA via all methods.
2026-05-08 04:57:43,721 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MARALOVER via all methods.
2026-05-08 04:57:48,393 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MARATHON via all methods.
2026-05-08 04:57:51,974 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MARICO via all methods.
2026-05-08 04:57:55,686 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MARINE via all methods.
2026-05-08 04:57:59,974 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MARKSANS via all methods.
2026-05-08 04:58:00,185 [INFO] tradesage.scanner: [1400/2525] scanning... (signals: 187, errors: 213)
2026-05-08 04:58:03,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MARUTI via all methods.
2026-05-08 04:58:08,424 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MASFIN via all methods.
2026-05-08 04:58:08,447 [WARNING] src.angel.angel_data_fetcher: Symbol MASKINVEST not found in NSE Equities index.
2026-05-08 04:58:12,071 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MASPTOP50 via all methods.
2026-05-08 04:58:15,719 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MASTEK via all methods.
2026-05-08 04:58:20,326 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MASTERTR via all methods.
2026-05-08 04:58:23,911 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MATRIMONY via all methods.
[E 260508 04:58:24 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '6a:80:5a:82:8f:34', 'Accept': 'application/json', 'X-PrivateKey': '0MKSm9d2 ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'tradingsymbol': 'MAWANASUG-EQ', 'symboltoken': '17022'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
2026-05-08 04:58:28,518 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAWANASUG via all methods.
2026-05-08 04:58:32,166 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAXESTATES via all methods.
2026-05-08 04:58:35,752 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAXHEALTH via all methods.
2026-05-08 04:58:40,425 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAXIND via all methods.
2026-05-08 04:58:44,007 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAYURUNIQ via all methods.
2026-05-08 04:58:47,546 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAZDA via all methods.
2026-05-08 04:58:51,687 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MAZDOCK via all methods.
2026-05-08 04:58:56,294 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MBAPL via all methods.
2026-05-08 04:58:56,455 [WARNING] src.angel.angel_data_fetcher: Symbol MBLINFRA not found in NSE Equities index.
2026-05-08 04:58:56,456 [WARNING] src.angel.angel_data_fetcher: Symbol MCLEODRUSS not found in NSE Equities index.
2026-05-08 04:59:00,403 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MCLOUD via all methods.
2026-05-08 04:59:04,040 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MCX via all methods.
2026-05-08 04:59:07,880 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MEDANTA via all methods.
2026-05-08 04:59:11,591 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MEDIASSIST via all methods.
2026-05-08 04:59:16,199 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MEDICAMEQ via all methods.
2026-05-08 04:59:20,423 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MEDICO via all methods.
2026-05-08 04:59:24,008 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MEDPLUS via all methods.
2026-05-08 04:59:27,784 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MEGASTAR via all methods.
2026-05-08 04:59:27,804 [WARNING] src.angel.angel_data_fetcher: Symbol MEIL not found in NSE Equities index.
2026-05-08 04:59:32,390 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MENONBE via all methods.
2026-05-08 04:59:36,040 [WARNING] src.core.screener_scraper: Failed to fetch HTML for METAL via all methods.
2026-05-08 04:59:40,201 [WARNING] src.core.screener_scraper: Failed to fetch HTML for METALIETF via all methods.
2026-05-08 04:59:43,847 [WARNING] src.core.screener_scraper: Failed to fetch HTML for METROBRAND via all methods.
2026-05-08 04:59:48,454 [WARNING] src.core.screener_scraper: Failed to fetch HTML for METROPOLIS via all methods.
2026-05-08 04:59:52,230 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MFML via all methods.
2026-05-08 04:59:55,880 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MFSL via all methods.
2026-05-08 04:59:59,551 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MGEL via all methods.
2026-05-08 05:00:04,263 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MGL via all methods.
2026-05-08 05:00:08,039 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MHLXMIRU via all methods.
2026-05-08 05:00:12,007 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MHRIL via all methods.
2026-05-08 05:00:15,590 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MICEL via all methods.
2026-05-08 05:00:20,329 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MID150 via all methods.
2026-05-08 05:00:23,977 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MID150BEES via all methods.
2026-05-08 05:00:27,687 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MID150CASE via all methods.
2026-05-08 05:00:35,247 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIDCAP via all methods.
2026-05-08 05:00:46,809 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIDCAPETF via all methods.
2026-05-08 05:00:48,982 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIDCAPIETF via all methods.
2026-05-08 05:00:53,670 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIDHANI via all methods.
2026-05-08 05:00:57,318 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIDQ50ADD via all methods.
2026-05-08 05:01:01,542 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIDSELIETF via all methods.
2026-05-08 05:01:05,706 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIDSMALL via all methods.
2026-05-08 05:01:11,677 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MINDACORP via all methods.
2026-05-08 05:01:14,215 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MINDTECK via all methods.
2026-05-08 05:01:17,800 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIRCELECTR via all methods.
2026-05-08 05:01:22,344 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MIRZAINT via all methods.
2026-05-08 05:01:25,927 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MITCON via all methods.
2026-05-08 05:01:29,639 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MITTAL via all methods.
2026-05-08 05:01:34,248 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MKPL via all methods.
2026-05-08 05:01:37,894 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MMFL via all methods.
2026-05-08 05:01:42,568 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MMP via all methods.
2026-05-08 05:01:45,960 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MMTC via all methods.
2026-05-08 05:01:50,120 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MNC via all methods.
2026-05-08 05:01:53,704 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOALPHA50 via all methods.
2026-05-08 05:01:58,312 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOBIKWIK via all methods.
2026-05-08 05:02:01,959 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOCAPITAL via all methods.
2026-05-08 05:02:05,863 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MODEFENCE via all methods.
2026-05-08 05:02:10,215 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MODIRUBBER via all methods.
2026-05-08 05:02:14,054 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MODISONLTD via all methods.
2026-05-08 05:02:17,639 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MODTHREAD via all methods.
2026-05-08 05:02:22,055 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOGSEC via all methods.
2026-05-08 05:02:25,703 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOHEALTH via all methods.
2026-05-08 05:02:30,375 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOHITIND via all methods.
2026-05-08 05:02:33,960 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOIL via all methods.
2026-05-08 05:02:37,670 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOINFRA via all methods.
2026-05-08 05:02:42,409 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOKSH via all methods.
2026-05-08 05:02:46,055 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOL via all methods.
2026-05-08 05:02:49,831 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOLDTECH via all methods.
2026-05-08 05:02:54,567 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOLDTKPAC via all methods.
2026-05-08 05:02:58,281 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOLOWVOL via all methods.
2026-05-08 05:03:01,927 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOM100 via all methods.
2026-05-08 05:03:05,767 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOM30IETF via all methods.
2026-05-08 05:03:10,440 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOM50 via all methods.
2026-05-08 05:03:14,024 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOMENTUM via all methods.
2026-05-08 05:03:17,800 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOMENTUM50 via all methods.
2026-05-08 05:03:22,536 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOMGF via all methods.
2026-05-08 05:03:26,247 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOMIDMTM via all methods.
2026-05-08 05:03:26,268 [INFO] tradesage.scanner: [1500/2525] scanning... (signals: 198, errors: 234)
2026-05-08 05:03:30,023 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOMOMENTUM via all methods.
2026-05-08 05:03:33,735 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MON100 via all methods.
2026-05-08 05:03:37,706 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MON50EQUAL via all methods.
2026-05-08 05:03:42,310 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MONARCH via all methods.
2026-05-08 05:03:45,959 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MONEXT50 via all methods.
2026-05-08 05:03:49,863 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MONIFTY500 via all methods.
2026-05-08 05:03:54,470 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MONQ50 via all methods.
2026-05-08 05:03:58,311 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MONTECARLO via all methods.
2026-05-08 05:04:01,959 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOPSE via all methods.
2026-05-08 05:04:05,630 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOQUALITY via all methods.
2026-05-08 05:04:10,214 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOREALTY via all methods.
2026-05-08 05:04:13,928 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOREPENLAB via all methods.
2026-05-08 05:04:18,150 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOSCHIP via all methods.
2026-05-08 05:04:22,119 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOSMALL250 via all methods.
2026-05-08 05:04:25,702 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOTHERSON via all methods.
2026-05-08 05:04:30,375 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOTILALOFS via all methods.
2026-05-08 05:04:34,215 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOTISONS via all methods.
2026-05-08 05:04:37,800 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOTOGENFIN via all methods.
2026-05-08 05:04:42,406 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOTOUR via all methods.
2026-05-08 05:04:46,056 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MOVALUE via all methods.
2026-05-08 05:04:49,766 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MPHASIS via all methods.
2026-05-08 05:04:54,440 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MPSLTD via all methods.
2026-05-08 05:04:58,151 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MRF via all methods.
2026-05-08 05:05:01,991 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MRPL via all methods.
2026-05-08 05:05:06,472 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MSCIINDIA via all methods.
2026-05-08 05:05:10,120 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MSPL via all methods.
2026-05-08 05:05:13,830 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MSTCLTD via all methods.
2026-05-08 05:05:18,503 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MSUMI via all methods.
2026-05-08 05:05:22,088 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MTARTECH via all methods.
2026-05-08 05:05:25,799 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MTNL via all methods.
2026-05-08 05:05:30,472 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUFIN via all methods.
2026-05-08 05:05:34,119 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUFTI via all methods.
2026-05-08 05:05:37,703 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUKANDLTD via all methods.
2026-05-08 05:05:42,311 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUKKA via all methods.
2026-05-08 05:05:45,959 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUKTAARTS via all methods.
2026-05-08 05:05:50,566 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MULTICAP via all methods.
2026-05-08 05:05:54,216 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUNJALAU via all methods.
2026-05-08 05:05:57,928 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUNJALSHOW via all methods.
2026-05-08 05:06:01,662 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MURUDCERA via all methods.
2026-05-08 05:06:06,250 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUTHOOTCAP via all methods.
2026-05-08 05:06:10,535 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUTHOOTFIN via all methods.
2026-05-08 05:06:14,186 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MUTHOOTMF via all methods.
2026-05-08 05:06:17,831 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MVGJL via all methods.
2026-05-08 05:06:22,438 [WARNING] src.core.screener_scraper: Failed to fetch HTML for MWL via all methods.
2026-05-08 05:06:26,151 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NACLIND via all methods.
2026-05-08 05:06:26,229 [WARNING] src.angel.angel_data_fetcher: Symbol NAGAFERT not found in NSE Equities index.
2026-05-08 05:06:26,231 [WARNING] src.angel.angel_data_fetcher: Symbol NAGREEKCAP not found in NSE Equities index.
2026-05-08 05:06:29,862 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAGREEKEXP via all methods.
2026-05-08 05:06:34,536 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAHARCAP via all methods.
2026-05-08 05:06:38,119 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAHARINDUS via all methods.
2026-05-08 05:06:41,640 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAHARPOLY via all methods.
2026-05-08 05:06:41,659 [WARNING] src.angel.angel_data_fetcher: Symbol NAHARSPING not found in NSE Equities index.
2026-05-08 05:06:46,248 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAM-INDIA via all methods.
2026-05-08 05:06:49,895 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NARMADA via all methods.
2026-05-08 05:06:54,503 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NATCAPSUQ via all methods.
2026-05-08 05:06:58,086 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NATCOPHARM via all methods.
2026-05-08 05:07:01,799 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NATHBIOGEN via all methods.
2026-05-08 05:07:05,595 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NATIONALUM via all methods.
2026-05-08 05:07:10,439 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAUKRI via all methods.
2026-05-08 05:07:14,087 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAVA via all methods.
2026-05-08 05:07:17,801 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAVINFLUOR via all methods.
2026-05-08 05:07:22,342 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAVKARCORP via all methods.
2026-05-08 05:07:26,055 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAVKARURB via all methods.
2026-05-08 05:07:29,767 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAVNETEDUL via all methods.
2026-05-08 05:07:34,375 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NAZARA via all methods.
2026-05-08 05:07:38,089 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NBCC via all methods.
2026-05-08 05:07:41,735 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NBIFIN via all methods.
2026-05-08 05:07:46,343 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NCC via all methods.
2026-05-08 05:07:49,993 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NCLIND via all methods.
2026-05-08 05:07:53,598 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NDGL via all methods.
2026-05-08 05:07:58,183 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NDL via all methods.
2026-05-08 05:08:01,831 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NDLVENTURE via all methods.
2026-05-08 05:08:05,628 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NDRAUTO via all methods.
2026-05-08 05:08:10,215 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NDTV via all methods.
2026-05-08 05:08:13,862 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NECCLTD via all methods.
2026-05-08 05:08:18,534 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NECLIFE via all methods.
2026-05-08 05:08:22,184 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NELCAST via all methods.
2026-05-08 05:08:25,831 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NELCO via all methods.
2026-05-08 05:08:30,503 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NEOGEN via all methods.
2026-05-08 05:08:34,407 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NESCO via all methods.
2026-05-08 05:08:38,055 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NESTLEIND via all methods.
2026-05-08 05:08:41,657 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NETF via all methods.
2026-05-08 05:08:46,247 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NETWEB via all methods.
2026-05-08 05:08:49,958 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NETWORK18 via all methods.
2026-05-08 05:08:54,631 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NEULANDLAB via all methods.
2026-05-08 05:08:58,281 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NEWGEN via all methods.
2026-05-08 05:08:58,380 [INFO] tradesage.scanner: [1600/2525] scanning... (signals: 218, errors: 251)
2026-05-08 05:09:02,055 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NEXT30ADD via all methods.
2026-05-08 05:09:05,705 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NEXT50 via all methods.
2026-05-08 05:09:10,375 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NEXT50BETA via all methods.
2026-05-08 05:09:14,151 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NEXT50IETF via all methods.
2026-05-08 05:09:17,928 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NEXTMEDIA via all methods.
2026-05-08 05:09:22,534 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NFL via all methods.
2026-05-08 05:09:26,248 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NGIL via all methods.
2026-05-08 05:09:29,895 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NGLFINE via all methods.
2026-05-08 05:09:34,567 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NH via all methods.
2026-05-08 05:09:38,151 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NHPC via all methods.
2026-05-08 05:09:41,735 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIACL via all methods.
2026-05-08 05:09:46,343 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIBE via all methods.
2026-05-08 05:09:49,991 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIBL via all methods.
2026-05-08 05:09:54,537 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIF100BEES via all methods.
2026-05-08 05:09:58,119 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIF100IETF via all methods.
2026-05-08 05:10:02,470 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTY1 via all methods.
2026-05-08 05:10:08,283 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTY100EW via all methods.
2026-05-08 05:10:10,856 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTYADD via all methods.
2026-05-08 05:10:14,566 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTYBEES via all methods.
2026-05-08 05:10:19,049 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTYBETA via all methods.
2026-05-08 05:10:22,759 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTYBETF via all methods.
2026-05-08 05:10:26,535 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTYETF via all methods.
2026-05-08 05:10:30,210 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTYIETF via all methods.
2026-05-08 05:10:34,986 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIFTYQLITY via all methods.
2026-05-08 05:10:38,632 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIITLTD via all methods.
2026-05-08 05:10:42,281 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIITMTS via all methods.
2026-05-08 05:10:46,951 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NILAINFRA via all methods.
2026-05-08 05:10:50,599 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NILASPACES via all methods.
2026-05-08 05:10:54,213 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NILKAMAL via all methods.
2026-05-08 05:10:54,353 [WARNING] src.angel.angel_data_fetcher: Symbol NINSYS not found in NSE Equities index.
2026-05-08 05:10:58,474 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIPPOBATRY via all methods.
2026-05-08 05:11:03,206 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIRAJ via all methods.
2026-05-08 05:11:06,855 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NITCO via all methods.
2026-05-08 05:11:10,759 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NITINSPIN via all methods.
2026-05-08 05:11:14,408 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NITIRAJ via all methods.
2026-05-08 05:11:19,079 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NIVABUPA via all methods.
2026-05-08 05:11:22,727 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NKIND via all methods.
2026-05-08 05:11:26,311 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NLCINDIA via all methods.
2026-05-08 05:11:31,050 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NMDC via all methods.
2026-05-08 05:11:34,695 [WARNING] src.core.screener_scraper: Failed to fetch HTML for NOCIL via all methods.
