symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl_rupees,reason,hold_days,cumulative_pnl
AQYLON,2025-10-06,2025-10-13,89.41,88.0,-1.94,-38.74,Time Stop (5d),7,22050.47000000004
APOLLOPIPE,2025-10-06,2025-10-13,341.5,332.0,-3.14,-62.84,Time Stop (5d),7,21987.63000000004
ANIKINDS,2025-10-06,2025-10-13,63.66,67.53,5.72,114.38,Time Stop (5d),7,22102.010000000042
AKI,2025-10-06,2025-10-13,9.17,8.58,-6.79,-135.88,Time Stop (5d),7,21966.13000000004
AKASH,2025-10-06,2025-10-13,30.73,27.8,-9.89,-197.89,Time Stop (5d),7,21768.24000000004
AFFORDABLE,2025-10-06,2025-10-13,243.64,263.13,7.64,152.79,Time Stop (5d),7,21921.030000000042
AERONEU,2025-10-06,2025-10-13,87.86,91.05,3.27,65.42,Time Stop (5d),7,21986.45000000004
ACEINTEG,2025-10-06,2025-10-13,23.75,23.9,0.27,5.43,Time Stop (5d),7,21991.88000000004
ABREL,2025-10-06,2025-10-13,1568.7,1616.3,2.67,53.49,Time Stop (5d),7,22045.370000000043
BANARBEADS,2025-10-06,2025-10-13,143.44,146.5,1.77,35.47,Time Stop (5d),7,22080.840000000044
AERONEU,2025-10-13,2025-10-14,91.05,73.20723681484071,-19.96,-399.13,Stop Loss,1,21681.710000000043
ADL,2025-10-09,2025-10-14,93.51,89.61,-4.53,-90.61,Time Stop (5d),5,21591.100000000042
ANIKINDS,2025-10-13,2025-10-17,67.53,82.96406875242712,22.5,449.9,Take Profit,4,22041.000000000044
3PLAND,2025-10-14,2025-10-20,41.48,41.1,-1.28,-25.52,Time Stop (5d),6,22015.480000000043
COUNCODOS,2025-10-13,2025-10-20,6.72,6.7,-0.66,-13.15,Time Stop (5d),7,22002.33000000004
CINEVISTA,2025-10-13,2025-10-20,17.63,18.98,7.3,145.95,Time Stop (5d),7,22148.280000000042
CHEMCON,2025-10-13,2025-10-20,270.3,259.45,-4.37,-87.48,Time Stop (5d),7,22060.800000000043
CENTEXT,2025-10-13,2025-10-20,31.71,29.41,-7.61,-152.26,Time Stop (5d),7,21908.540000000045
BROOKS,2025-10-13,2025-10-20,128.11,120.41,-6.37,-127.41,Time Stop (5d),7,21781.130000000045
BLUECOAST,2025-10-13,2025-10-20,48.81,51.48,5.11,102.2,Time Stop (5d),7,21883.330000000045
BLS,2025-10-13,2025-10-20,299.8,322.95,7.36,147.24,Time Stop (5d),7,22030.570000000047
BLSE,2025-10-13,2025-10-20,167.18,176.59,5.27,105.37,Time Stop (5d),7,22135.940000000046
BIL,2025-10-13,2025-10-20,770.35,742.45,-3.98,-79.63,Time Stop (5d),7,22056.310000000045
ABCOTS,2025-10-14,2025-10-20,391.8,404.25,2.82,56.35,Time Stop (5d),6,22112.660000000044
BANARBEADS,2025-10-13,2025-10-20,146.5,147.43,0.27,5.5,Time Stop (5d),7,22118.160000000044
AVANTEL,2025-10-13,2025-10-20,190.49,163.75604132538007,-14.39,-287.89,Stop Loss,7,21830.270000000044
ATL,2025-10-13,2025-10-20,32.14,32.1,-0.48,-9.69,Time Stop (5d),7,21820.580000000045
ASTRON,2025-10-13,2025-10-20,10.62,10.2,-4.31,-86.3,Time Stop (5d),7,21734.280000000046
ASMS,2025-10-13,2025-10-20,13.21,13.34,0.62,12.48,Time Stop (5d),7,21746.760000000046
ASAL,2025-10-13,2025-10-20,548.3,531.7,-3.39,-67.75,Time Stop (5d),7,21679.010000000046
ARVEE,2025-10-13,2025-10-20,156.24,160.29,2.23,44.64,Time Stop (5d),7,21723.650000000045
AROGRANITE,2025-10-13,2025-10-20,35.13,35.14,-0.33,-6.63,Time Stop (5d),7,21717.020000000044
AQYLON,2025-10-13,2025-10-20,88.0,83.66,-5.29,-105.84,Time Stop (5d),7,21611.180000000044
AKI,2025-10-13,2025-10-20,8.58,8.47,-1.64,-32.84,Time Stop (5d),7,21578.340000000044
AKASH,2025-10-13,2025-10-20,27.8,27.46,-1.58,-31.66,Time Stop (5d),7,21546.680000000044
AFFORDABLE,2025-10-13,2025-10-20,263.13,270.15,2.31,46.16,Time Stop (5d),7,21592.840000000044
BALAJITELE,2025-10-13,2025-10-20,120.03,116.8,-3.05,-61.02,Time Stop (5d),7,21531.820000000043
BHAGERIA,2025-10-20,2025-10-23,188.58,220.88285362868834,16.77,335.39,Take Profit,3,21867.210000000043
AARTECH,2025-10-17,2025-10-23,57.45,58.98,2.3,46.06,Time Stop (5d),6,21913.270000000044
ARIHANTCAP,2025-10-23,2025-10-24,113.02,99.22835643685694,-12.56,-251.26,Stop Loss,1,21662.010000000046
CAMLINFINE,2025-10-20,2025-10-27,183.28,196.25,6.72,134.33,Time Stop (5d),7,21796.340000000047
CALSOFT,2025-10-20,2025-10-27,17.43,18.2,4.06,81.15,Time Stop (5d),7,21877.49000000005
BYKE,2025-10-20,2025-10-27,61.79,60.57,-2.33,-46.69,Time Stop (5d),7,21830.80000000005
BLUECOAST,2025-10-20,2025-10-27,51.48,48.4,-6.34,-126.86,Time Stop (5d),7,21703.94000000005
BIL,2025-10-20,2025-10-27,742.45,780.0,4.7,93.95,Time Stop (5d),7,21797.89000000005
AVANTEL,2025-10-20,2025-10-27,174.58,173.5,-0.98,-19.57,Time Stop (5d),7,21778.32000000005
BEARDSELL,2025-10-20,2025-10-27,31.58,36.53,15.31,306.29,Time Stop (5d),7,22084.61000000005
BALAJITELE,2025-10-20,2025-10-27,116.8,115.08,-1.83,-36.65,Time Stop (5d),7,22047.96000000005
AXISCADES,2025-10-20,2025-10-27,1504.8,1413.6,-6.42,-128.41,Time Stop (5d),7,21919.55000000005
ATL,2025-10-20,2025-10-27,32.1,32.23,0.04,0.9,Time Stop (5d),7,21920.45000000005
BROOKS,2025-10-20,2025-10-27,120.41,112.0,-7.34,-146.89,Time Stop (5d),7,21773.560000000052
ASTRON,2025-10-20,2025-10-27,10.2,10.25,0.13,2.6,Time Stop (5d),7,21776.16000000005
AAATECH,2025-10-20,2025-10-27,82.79,91.7,10.4,208.04,Time Stop (5d),7,21984.20000000005
ABCOTS,2025-10-20,2025-10-27,404.25,417.0,2.79,55.88,Time Stop (5d),7,22040.080000000053
ADL,2025-10-20,2025-10-27,86.65,85.1,-2.15,-42.98,Time Stop (5d),7,21997.100000000053
AERONEU,2025-10-20,2025-10-27,75.81,81.07,6.58,131.57,Time Stop (5d),7,22128.670000000053
AKASH,2025-10-20,2025-10-27,27.46,27.94,1.39,27.76,Time Stop (5d),7,22156.43000000005
ATLANTAA,2025-10-20,2025-10-27,50.22,43.91,-12.92,-258.49,Time Stop (5d),7,21897.94000000005
AKI,2025-10-20,2025-10-27,8.47,8.35,-1.78,-35.54,Time Stop (5d),7,21862.40000000005
AKSHAR,2025-10-20,2025-10-27,0.59,0.61,3.03,60.6,Time Stop (5d),7,21923.000000000047
ALMONDZ,2025-10-20,2025-10-27,17.11,17.03,-0.83,-16.55,Time Stop (5d),7,21906.450000000048
APOLLO,2025-10-20,2025-10-27,288.85,285.25,-1.61,-32.13,Time Stop (5d),7,21874.320000000047
AKG,2025-10-20,2025-10-27,12.94,13.6,4.74,94.81,Time Stop (5d),7,21969.13000000005
AMDIND,2025-10-23,2025-10-28,59.35,57.62,-3.27,-65.5,Time Stop (5d),5,21903.63000000005
AARTECH,2025-10-24,2025-10-29,62.93,57.69,-8.69,-173.73,Time Stop (5d),5,21729.90000000005
BHAGYANGR,2025-10-27,2025-10-29,120.33,136.8233699641211,13.35,266.94,Take Profit,2,21996.840000000047
BEARDSELL,2025-10-27,2025-11-03,36.53,35.02,-4.49,-89.87,Time Stop (5d),7,21906.97000000005
BHARATGEAR,2025-10-27,2025-11-03,108.0,119.0,9.83,196.5,Time Stop (5d),7,22103.47000000005
BHARATWIRE,2025-10-27,2025-11-03,206.74,210.58,1.5,29.95,Time Stop (5d),7,22133.42000000005
BLUECOAST,2025-10-27,2025-11-03,48.4,49.72,2.37,47.35,Time Stop (5d),7,22180.770000000048
APOLLO,2025-10-28,2025-11-03,276.3,278.25,0.35,6.92,Time Stop (5d),6,22187.690000000046
BYKE,2025-10-27,2025-11-03,60.57,61.95,1.92,38.37,Time Stop (5d),7,22226.060000000045
CALSOFT,2025-10-27,2025-11-03,18.2,18.97,3.87,77.42,Time Stop (5d),7,22303.480000000043
BALAJITELE,2025-10-27,2025-11-03,115.08,115.75,0.22,4.44,Time Stop (5d),7,22307.920000000042
3IINFOLTD,2025-10-29,2025-11-03,18.53,17.49,-5.97,-119.45,Time Stop (5d),5,22188.47000000004
AAREYDRUGS,2025-10-29,2025-11-03,93.11,96.25,3.01,60.25,Time Stop (5d),5,22248.72000000004
BROOKS,2025-10-27,2025-11-03,112.0,112.5,0.09,1.73,Time Stop (5d),7,22250.45000000004
AXISCADES,2025-10-27,2025-11-03,1413.6,1564.9,10.34,206.86,Time Stop (5d),7,22457.31000000004
AVANTEL,2025-10-27,2025-11-03,173.5,169.1,-2.9,-57.92,Time Stop (5d),7,22399.390000000043
ADL,2025-10-27,2025-11-03,85.1,84.7,-0.83,-16.6,Time Stop (5d),7,22382.790000000045
ATLANTAA,2025-10-27,2025-11-03,43.91,47.17,7.06,141.29,Time Stop (5d),7,22524.080000000045
ASTRON,2025-10-27,2025-11-03,10.25,10.2,-0.85,-16.96,Time Stop (5d),7,22507.120000000046
AQYLON,2025-10-27,2025-11-03,80.23,78.0,-3.14,-62.79,Time Stop (5d),7,22444.330000000045
AKSHAR,2025-10-27,2025-11-03,0.61,0.59,-3.64,-72.77,Time Stop (5d),7,22371.560000000045
AKI,2025-10-27,2025-11-03,8.35,8.09,-3.47,-69.48,Time Stop (5d),7,22302.080000000045
AFFORDABLE,2025-10-27,2025-11-03,258.7,256.6,-1.17,-23.44,Time Stop (5d),7,22278.640000000047
AERONEU,2025-10-27,2025-11-03,81.07,80.56,-0.99,-19.78,Time Stop (5d),7,22258.860000000048
AVROIND,2025-10-27,2025-11-03,133.0,126.73,-5.07,-101.49,Time Stop (5d),7,22157.370000000046
ACL,2025-10-27,2025-11-03,71.0,72.2,1.33,26.6,Time Stop (5d),7,22183.970000000045
ABCOTS,2025-10-27,2025-11-03,417.0,422.85,1.04,20.86,Time Stop (5d),7,22204.830000000045
AAATECH,2025-10-27,2025-11-03,91.7,96.0,4.33,86.58,Time Stop (5d),7,22291.410000000047
BAFNAPH,2025-11-03,2025-11-06,150.8,165.77514138068443,9.57,191.41,Take Profit,3,22482.820000000047
COUNCODOS,2025-11-03,2025-11-10,6.34,6.11,-3.99,-79.76,Time Stop (5d),7,22403.06000000005
CREATIVEYE,2025-11-03,2025-11-10,7.41,7.44,0.04,0.9,Time Stop (5d),7,22403.96000000005
CCCL,2025-11-03,2025-11-10,20.93,20.5,-2.41,-48.29,Time Stop (5d),7,22355.67000000005
DELPHIFX,2025-11-03,2025-11-10,13.67,13.4,-2.34,-46.7,Time Stop (5d),7,22308.97000000005
CALSOFT,2025-11-03,2025-11-10,18.97,17.39,-8.69,-173.78,Time Stop (5d),7,22135.19000000005
DHARMAJ,2025-11-03,2025-11-10,265.05,238.55,-10.36,-207.16,Time Stop (5d),7,21928.03000000005
DIAMINESQ,2025-11-03,2025-11-10,270.2,282.5,4.19,83.84,Time Stop (5d),7,22011.87000000005
